filename,date,group,position,field,channel,nucleus_index,spot_index,center_x,center_y,center_z,center_r,area,eccentricity,solidity,nuclear_mask_offset_x,nuclear_mask_offset_y
20231005/CS3_g2/p1_ch2_nucleus_0092_spot_0.npy,20231005,2,3,1,2,0092,0,58.27613336055129,17.29198964982649,6.335939226840703,0.7663917242560783,7.0,0.7443383181016209,0.7,2,138
20231005/CS3_g2/p1_ch1_nucleus_0002_spot_2.npy,20231005,2,3,1,1,0002,2,53.95837271148816,133.7434888678872,7.79905165487799,0.6261286331545775,4.0,0.9606594016383402,0.8,0,383
20231005/CS3_g2/p1_ch1_nucleus_0076_spot_1.npy,20231005,2,3,1,1,0076,1,40.58180122417694,10.390452779319643,5.457872735717605,0.6666666666666667,55.0,0.950698921792579,0.3873239436619718,1,740
20231005/CS3_g2/p1_ch3_nucleus_0032_spot_0.npy,20231005,2,3,1,3,0032,0,47.20004078778697,89.78205920055939,6.230829000904161,0.7344985756725901,6.0,0.674199862463242,1.0,0,835
20231005/CS3_g2/p1_ch3_nucleus_0002_spot_4.npy,20231005,2,3,1,3,0002,4,26.71901066104951,125.53703576908975,5.112399626161093,0.8573652829148837,14.0,0.2036532699906393,1.0,0,383
20231005/CS3_g2/p1_ch1_nucleus_0011_spot_1.npy,20231005,2,3,1,1,0011,1,46.46706167904054,67.06414905768132,3.9468960359012715,0.8114381916835873,28.0,0.8112528070480992,0.5957446808510638,0,638
20231005/CS3_g2/p1_ch1_nucleus_0038_spot_3.npy,20231005,2,3,1,1,0038,3,116.20423284260403,114.85304711485001,7.884737027058685,0.5663463861471016,5.0,0.8846517369293828,0.7142857142857143,1,96
20231005/CS3_g2/p1_ch2_nucleus_0065_spot_1.npy,20231005,2,3,1,2,0065,1,67.98237404003432,55.984119765573986,6.740991056602675,0.7719965799230482,7.0,0.816496580927726,1.0,1,563
20231005/CS3_g2/p1_ch2_nucleus_0030_spot_0.npy,20231005,2,3,1,2,0030,0,86.85661640014781,98.60191751836273,6.282803155384332,0.5572786192328861,5.0,0.816496580927726,1.0,0,764
20231005/CS3_g2/p1_ch1_nucleus_0095_spot_1.npy,20231005,2,3,1,1,0095,1,40.085356866669706,41.76443615521085,7.655405727355029,0.21514669364795413,7.0,0.9298676572153666,0.875,2,207
20231005/CS3_g2/p1_ch3_nucleus_0087_spot_1.npy,20231005,2,3,1,3,0087,1,23.163825815222904,85.58342971936447,6.34322862294771,0.6820628822548264,5.0,0.816496580927726,1.0,1,868
20231005/CS3_g2/p1_ch4_nucleus_0070_spot_1.npy,20231005,2,3,1,4,0070,1,69.47526616463257,105.99999999999999,10.752226658476658,0.7349567320524864,2.0,1.0,1.0,1,638
20231005/CS3_g2/p1_ch4_nucleus_0111_spot_0.npy,20231005,2,3,1,4,0111,0,7.135787168117956,5.861926384956461,4.241142333536958,0.39907478742266844,16.0,0.9116406532278736,0.6956521739130435,5,856
20231005/CS3_g2/p1_ch1_nucleus_0112_spot_1.npy,20231005,2,3,1,1,0112,1,55.193029869464596,14.680862463862832,4.261953122912046,0.45664686903616525,8.0,0.6266454990130425,0.8,4,0
20231005/CS3_g2/p1_ch4_nucleus_0088_spot_0.npy,20231005,2,3,1,4,0088,0,44.5335670692118,59.000000000000014,4.058136072651481,0.348079759479735,2.0,1.0,1.0,1,850
20231005/CS3_g2/p1_ch4_nucleus_0076_spot_0.npy,20231005,2,3,1,4,0076,0,48.59111981981073,8.007151009524579,7.587282262595991,0.6273220037500351,14.0,0.6993956980551875,0.7777777777777778,1,740
20231005/CS3_g2/p1_ch4_nucleus_0011_spot_0.npy,20231005,2,3,1,4,0011,0,37.64901485486978,72.04947479644477,4.100716243699708,0.7891814893221081,5.0,0.6123724356957945,0.7142857142857143,0,638
20231005/CS3_g2/p1_ch1_nucleus_0035_spot_0.npy,20231005,2,3,1,1,0035,0,71.0,0.0,6.838168394361995,0.2800166193750939,1.0,0.0,1.0,1,0
20231005/CS3_g2/p1_ch3_nucleus_0081_spot_1.npy,20231005,2,3,1,3,0081,1,59.02663904637302,105.4921500218055,9.219937472993925,0.2934161623938113,4.0,0.9241763718304448,1.0,1,755
20231005/CS3_g2/p1_ch1_nucleus_0041_spot_2.npy,20231005,2,3,1,1,0041,2,105.99710034767674,88.63396816012836,4.226119496517519,0.75495395855945,7.0,0.7866204924431376,0.7777777777777778,1,162
20231005/CS3_g2/p1_ch3_nucleus_0118_spot_0.npy,20231005,2,3,1,3,0118,0,13.719798719798721,33.62430162430163,2.0,0.717157287525381,5.0,0.6250953075686381,0.625,4,775
20231005/CS3_g2/p1_ch2_nucleus_0045_spot_0.npy,20231005,2,3,1,2,0045,0,128.30586188511938,39.74979455541793,5.648850977526582,0.5963412587298598,7.0,0.7894962892618668,0.875,1,252
20231005/CS3_g2/p1_ch4_nucleus_0123_spot_0.npy,20231005,2,3,1,4,0123,0,37.53350558894568,41.150255574903106,1.615083489226079,0.20669571842305245,6.0,0.7137370868217853,0.6666666666666666,6,482
20231005/CS3_g2/p1_ch1_nucleus_0047_spot_1.npy,20231005,2,3,1,1,0047,1,117.98134813915156,95.51123449292965,8.277671638111675,0.6014176063493246,9.0,0.9205746178983234,0.6,1,320
20231005/CS3_g2/p1_ch4_nucleus_0125_spot_0.npy,20231005,2,3,1,4,0125,0,3.910466193269528,13.876940133037696,2.702140134857813,0.2546440075000701,15.0,0.7213826585126457,0.5555555555555556,5,581
20231005/CS3_g2/p1_ch2_nucleus_0046_spot_1.npy,20231005,2,3,1,2,0046,1,100.27779388890353,72.64529013208194,7.0759097857809365,0.11678053217080275,3.0,0.816496580927726,1.0,1,231
20231005/CS3_g2/p1_ch2_nucleus_0040_spot_2.npy,20231005,2,3,1,2,0040,2,51.63124022346368,27.597154562383608,8.246008071591506,0.5048470230441553,5.0,0.8784003785322517,0.8333333333333334,1,129
20231005/CS3_g2/p1_ch3_nucleus_0051_spot_0.npy,20231005,2,3,1,3,0051,0,38.99052991398971,100.3987970146581,6.361277176955287,0.8551944758586215,7.0,0.8233630887763189,0.7,1,338
20231005/CS3_g2/p1_ch2_nucleus_0039_spot_0.npy,20231005,2,3,1,2,0039,0,37.69798903493172,106.88747236997753,5.777274609968244,0.5519723014072158,18.0,0.7953568655191103,0.6206896551724138,1,30
20231005/CS3_g2/p1_ch2_nucleus_0026_spot_0.npy,20231005,2,3,1,2,0026,0,63.15307846366859,54.21371621650232,5.05329045954046,0.48066432476820475,6.0,0.674199862463242,1.0,0,722
20231005/CS3_g2/p1_ch2_nucleus_0044_spot_0.npy,20231005,2,3,1,2,0044,0,77.29853769510578,135.30282606844366,5.222113544035667,0.8052603501074165,3.0,0.816496580927726,1.0,1,228
20231005/CS3_g2/p1_ch3_nucleus_0029_spot_1.npy,20231005,2,3,1,3,0029,1,89.0,105.0,8.412110748108017,0.2681687878500103,1.0,0.0,1.0,0,755
20231005/CS3_g2/p1_ch3_nucleus_0045_spot_0.npy,20231005,2,3,1,3,0045,0,125.9952598078926,28.816998032635116,5.618332669209313,0.7125007364213509,10.0,0.8716103199485753,0.8333333333333334,1,252
20231005/CS3_g2/p1_ch2_nucleus_0070_spot_6.npy,20231005,2,3,1,2,0070,6,21.423376077359677,24.081972431604548,7.572574762946754,0.8636363636363636,31.0,0.6852137920487354,0.7380952380952381,1,638
20231005/CS3_g2/p1_ch3_nucleus_0123_spot_0.npy,20231005,2,3,1,3,0123,0,56.278244728899054,27.249559364603755,2.2159019087346734,0.37810175611875674,15.0,0.7849579576273917,0.75,6,482
20231005/CS3_g2/p1_ch1_nucleus_0025_spot_1.npy,20231005,2,3,1,1,0025,1,61.01609881224559,68.46754586516478,4.963808878346323,0.02144391897228448,6.0,0.7905694150420949,1.0,0,758
